lead,co_lead,organisation,title,year,abstract,keywords,type,status,id,Org-Swiss Tropical and Public Health Institute,Org-Faculty of Science,Org-Faculty of Medicine,Org-Faculty of Psychology,Org-Faculty of Business and Economics,Org-Institute for Biomedical Ethics,Org-Faculty of Humanties and Social Sciences,Org-Friedrich Miescher Institute for Biomedical Research,Org-Faculty of Law,Org-Center for Philantropy Studies,Org-Institute of Molecular and Clinical Ophthalmology Basel,Org-Institute for European Global Studies,Org-Faculty of Theology,Org-Institute for Educational Sciences,Org-Swisspeace,Org-Basel Institute on Governance,doc_id,SDG-01-Aurora,SDG-02-Aurora,SDG-03-Aurora,SDG-04-Aurora,SDG-05-Aurora,SDG-06-Aurora,SDG-07-Aurora,SDG-08-Aurora,SDG-09-Aurora,SDG-10-Aurora,SDG-11-Aurora,SDG-12-Aurora,SDG-13-Aurora,SDG-14-Aurora,SDG-15-Aurora,SDG-16-Aurora,SDG-17-Aurora,SDG-01-Elsevier,SDG-02-Elsevier,SDG-03-Elsevier,SDG-04-Elsevier,SDG-05-Elsevier,SDG-06-Elsevier,SDG-07-Elsevier,SDG-08-Elsevier,SDG-09-Elsevier,SDG-10-Elsevier,SDG-11-Elsevier,SDG-12-Elsevier,SDG-13-Elsevier,SDG-14-Elsevier,SDG-15-Elsevier,SDG-16-Elsevier
"Marzolini, Catia",NA,Bereich Medizinische Fächer (Klinik) / Infektiologie (Battegay M),Use of physiologically based pharmacokinetic modelling to simulate dosing requirements of long-acting intramuscular antiretroviral drugs in special populations and to manage drug-drug interactions,2020,"Combined antiretroviral treatments have significantly improved the morbidity and mortality related to HIV infection thus transforming HIV infection into a chronic disease. However, the efficacy of antiretroviral treatments is highly dependent on the ability of infected individuals to adhere to life-long drug combination therapies. Incomplete treatment adherence can indeed promote the emergence of drug-resistant HIV viruses resulting in loss of virological control and leading consequently to the risk of HIV transmission. A major milestone will be achieved in 2019 with the marketing of the first long-acting intramuscular antiretroviral drugs, cabotegravir and rilpivirine, for the treatment and prevention of HIV infection. Intramuscular injections create a ""depot"" in the muscle from where the drug is released for an extended period thus allowing for infrequent drug administration (e.g. once a month or bimonthly) with the potential to improve adherence to therapy and treatment satisfaction. Although intramuscular formulations hold great promises for long-term treatment of HIV infection, a number of questions about their optimal use remain unresolved. The absorption and bioavailability of drugs administered intramuscularly is impacted by factors such as obesity, exercise and blood flow in the muscle, thus cabotegravir and rilpivirine pharmacokinetics in special HIV infected populations like obese, elderly or pregnant women is currently unknown. Furthermore, intramuscular release of drugs cannot be interrupted, therefore the management of drug-drug interactions (DDI) with any inducing/inhibiting comedications required to treat inaugural diseases (e.g. epilepsy, mycobacterial infection) while on long-acting intramuscular therapy is also unknown. The aims of this project are a) to characterize the pharmacokinetics of intramuscular cabotegravir and rilpivirine and dosing requirements in special populations and b) to simulate dosage adjustments to overcome DDIs using physiologically based pharmacokinetic (PBPK) modeling. This technique allows the prediction of drug pharmacokinetics in virtual individuals (generated considering anatomical and physiological changes related to a specific condition like obesity, aging or pregnancy) using in vitro data and a mathematical description of drug distribution after intramuscular administration thus offering the possibility to simulate clinical scenarios of interest. The performance of the PBK models will be verified by comparing simulated intramuscular profiles of cabotegravir and rilpivirine against available clinical data (obtained in a standard population). After successful prediction, simulations will be carried out in special populations. This research project is of particular clinical importance as it will provide guidance on dosing requirements in special populations, which have not been evaluated during drug development but which may also benefit from this novel treatment paradigm aiming to improve the chances of life-long maintenance of HIV suppression. In addition, this project will provide guidance on the management of DDIs, which are not always preventable because intramuscular injections are not reversible. Addressing these questions will enable to broaden the use of injectable antiretroviral drugs thus offering an effective strategy for the treatment and prevention of HIV infection and the perspective to curb the HIV epidemic. Furthermore, this project will provide a comprehensive knowledge of factors influencing intramuscular drug disposition.",NA,external_funding,Active,4514637,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,612,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Pühse, Uwe",NA,"Departement Sport, Bewegung und Gesundheit / Sportwissenschaften (Pühse)","Sustainability of a school-based health promotion intervention in children and teachers at risk for non-communicable diseases in marginalised communities in Port Elizabeth, South Africa",2020,"The burden of chronic, lifestyle-related diseases is increasing in urban populations in low- and middle-income countries. Of particular concern are changing dietary habits and sedentary patterns, which predispose young-aged children to develop impairing non-communicable diseases (NCDs) later in life. The Healthy Active Kids South Africa Report Card (2018) showed that the levels of in-school physical activity among South African children do not meet the minimal requirements. Furthermore, the KaziBantu testing (2019) showed that a predominant proportion of children and teachers in marginalized schools in Port Elizabeth, South Africa, presented risk factors for non-communicable diseases. In this context, a school-based health programme comprising a children intervention (KaziKidz) and a teacher intervention (KaziHealth) was developed to enhance health literacy. However, sustainability of integrated health-interventions is key to ensure effective setting-specific measures that tackle the prevalence of chronic conditions and contributes to the improvement of overall community health.Goal and specific objectives:The purpose of this study is to follow-up this multi-faceted health promotion intervention in order to strengthen the evidence for its effectiveness in promoting long-lasting positive lifestyle changes among children and teachers in selected schools of marginalized areas of Port Elizabeth, South Africa. The specific objectives are: (i) To assess the long-term effectiveness of the intervention in reducing risk factors for non-communicable diseases in high-risk children and teachers; and (ii) to evaluate its sustainability in terms of feasibility, acceptance, adoption, implementation, maintenance and dissemination in disadvantaged communities.Methods:The proposed study here will be conducted in 8 quintile 3 primary schools and will follow a cohort of identified «at-risk» children and teachers over a 2-year period. Risk for NCDs is defined as presenting at least: (i) Pre- or hypertension; (ii) pre- or diabetes; (iii) borderline or hypercholesterolemia; and (iv) overweight or obesity. Assessments of health outcomes and behaviours of both children and teachers will be collected at two time points. Community feasibility and acceptance as well as organizational and institutional implementation and dissemination levels will be also enquired at two time points. A comprehensive evaluation of these parameters will follow the RE-AIM framework and its proposed dimensions - (i) Reach, (ii) Efficacy, (iii) Adoption, (iv) Implementation and (v) Maintenance.Expected results:(i) Quantitative data on anthropometric indicators, hypertension, type 2 diabetes, self-reported health status and self-reported and objectively measured health behaviours collected from children and teachers via clinical examinations and questionnaires; (ii) Qualitative data on the feasibility and acceptability as well as the implementation and maintenance of the intervention based on focus group discussions with teachers and parents and key informant interviews with school principals and authorities.Significance and feasibility:The proposed research will provide unprecedented evidence on lifestyle interventions' potential to effectively promote the acquisition and maintenance of healthy lifestyles during childhood and adulthood by linking the intervention integration level in schools and personal adoption of behavioural changes with the achieved health effects both in children and teachers. This information will set the path for the dissemination of a setting-specific, sustainable strategy among schoolchildren and their educators, by encouraging the collaboration among sectors and potentially supporting local policies and practices.",NA,external_funding,Active,4596552,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,613,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Huebner, Sabine",NA,Departement Altertumswissenschaften / Fachbereich Alte Geschichte; Departement Altertumswissenschaften / Alte Geschichte (Huebner),"The Roman Egypt Laboratory: Climate Change, Societal Transformations, and the Transition to Late Antiquity",2020,"The interaction between climate change, environmental stress, and societal transformations is increasingly attracting the interest of the scientific community and the general public alike, as contemporary concerns about global warming grow. This research project funded by the Swiss National Science Foundation (SNSF) and directed by Prof. Dr. Sabine R. Huebner will apply groundbreaking and innovative multidisciplinary approaches to the complex relationships between climate variability and environmental change on the one hand and the ability and capacity of human society to adapt to these challenges on the other.The third century CE was a period of grand-scale transformations and existential threats to the Roman Empire, the ancient superpower that ruled a geographically vast and ethnically diverse area comprising nearly a fourth of the world population at that time. During the third century, the Roman Empire experienced military anarchy, civil wars, rampant inflation, severe famines, dramatic changes in the religious landscape, bloody persecutions of minority groups, and raids and invasions from beyond the frontier. What were the reasons and causal relationships underlying this concurrence of adverse events? Recent research has suggested that climate variations triggered these cascading shocks, but this theory has yet to be put to scrutiny through a comprehensive interdisciplinary analysis of all available evidence.Due to its unparalleled evidence, the Roman province of Egypt can serve as a laboratory to test such hypotheses and study social vulnerability, resilience, and adaptation strategies in the face of environmental and climatic changes. This pioneering and innovative project is an interdisciplinary collaboration between climate scientists, archaeologists, and ancient historians that bridges the traditional divide between the humanities and the natural sciences. The project aims to evaluate and interpret the effects of environmental stressors, and climate change on society, economy, and politics using third-century Roman Egypt as a case study for a multi-disciplinary approach to a fervently debated transition period in Western civilization. This holistic approach to climate change and societal transformations will be the first of its kind for the Roman world and promises a major breakthrough in an increasingly intense scholarly discussion, which this project will shape and lead.","ancient history, Roman Egypt, papyrology, climate change, paleoclimatology,",external_funding,Active,4596543,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,614,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"Hall, Michael N.","Thomas, Amandine",Departement Biozentrum / Biochemistry (Hall),HisPO - Histidine Phosphorylation and Obesity,2020,"Histidine PhosPhorylation and Obesity Protein histidine phosphorylation is a poorly characterized post-translational modification. Its importance in mammalian cellular function is emerging from the discovery of histidine kinases and phosphatases and their substrates. Recently, histidine phosphorylation has been involved in heart failure and cancer. Obesity and type 2 diabetes remain challenging disorders due to growing prevalence around the world and poorly efficient treatments. Regarding metabolic disorders, histidine phosphorylation state has been associated with insulin secretion regulation in pancreas. However, the role of histidine phosphorylation in insulin sensitivity in liver, skeletal muscle or adipose tissue and/or in obesity is still not known. The main aim of the present project is to determine whether protein histidine phosphorylation plays a role in obesity-associated metabolic dysfunction. Thus, we will determine if obesity modify global histidine phosphorylation level, histidine kinases and phosphatases expression or activity, and specific protein histidine phosphorylation. Then, we will evaluate whether a change of histidine phosphorylation level can impact whole-body glucose metabolism and body weight/composition by using transgenic mice deficient in histidine phosphatases and/or kinases.","Obesity, insulin resistance, diabetes, histidine phosphorylation",external_funding,Active,4596768,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,615,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hall, Michael N.","Gonzalez Sevine, Asier; Imseng, Stefan",Departement Biozentrum / Biochemistry (Hall),Novel mTORC1 inhibitors to treat TSC,2020,"TSC is a rare multisystem genetic disease with an autosomal dominant pattern of inheritance. TSC patients harbor loss-of-function mutations in the tumor suppressor genes TSC1 or TSC2, making the mammalian target of rapamycin complex 1 (mTORC1) constitutively active and thereby causing uncontrolled cell growth. Manifestations of TSC include benign tumors of the kidney, lung, heart, brain, eyes, liver, and skin as well as epilepsy, autism spectrum disorder, and cognitive disabilities. Since TSC is caused by hyperactivation of mTORC1, the mTORC1 inhibitor rapamycin and its derivatives (rapalogs) were approved for the treatment of various TSC manifestations. However, the clinical applicability of the currently available mTORC1 inhibitors is limited by their specificity, effectiveness, and safety. Rapalogs fail to completely inhibit mTORC1 as they have little effect on inhibiting phosphorylation of 4E-BP, one of the two main targets of mTORC1. Moreover, since rapamycin and rapalogs target mTOR, they also inhibit mTORC2 when chronically administered. This leads to undesirable effects such as hyperglycemia, hyperlipidemia, and insulin resistance. Thus, there is an unmet need for novel compounds that are truly selective and more effective in inhibiting mTORC1 to treat TSC. We have recently identified the mTORC1-specific subunit Raptor as a highly suitable and innovative target for TSC treatment. Raptor is crucial for physiological mTORC1 substrate recruitment. However, the Raptor substrate recognition site has not been targeted pharmacologically. We believe that Raptor-targeted mTORC1 inhibition is an effective method for pharmacological intervention, potentially more specific, more effective, and safer than rapamycin/rapalog-based mTORC1 inhibition. In this project, we aim to gain more insights on the TSC-mTORC1 signaling pathway by studying the consequences of Raptor-targeted mTORC1 inhibition and to study the pharmacological potential of Raptor-targeted mTORC1 inhibition to treat TSC.",NA,external_funding,Active,4596836,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,616,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zimmermann, Bettina","Eichinger, Johanna",Ethik / Bio- und Medizinethik (Elger),Fair Reimbursement system for OrphaN Drugs (FROND),2020,"Orphan drugs, highly specialized treatments for very small groups of patients, present great opportunities and challenges for modern health care systems.They come with a high price, and if health insurances do not reimburse them, they are not accessible to most patients. However, orphan drugs often do not meet reimbursement criteria due to low cost-effectiveness and lack of clinical evidence. Nevertheless, many orphan drugs get exceptions from these criteria and are reimbursed anyway. Yet, the more orphan drugs are authorized, the less their reimbursement can be based on exceptions, since this would require allocating a substantial portion of the healthcare budget to a small part of the population. Because orphan drug reimbursement is an ethical dilemma without a clear-cut solution, many authors call for public debates to legitimately solve this dilemma. This project aims to investigate this phenomenon from an ethical and societal perspective. A systematic review of reason will be applied to the scientific literature to identify and quantify moral reasons used in scientific discussions. A newspaper content analysis will provide insights into the public debates of Switzerland, Germany, and the United Kingdom.","orphan drugs, reimbursement",external_funding,Active,4526033,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,617,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zardo, Ilaria","Abad Mayor, Begona",Departement Physik / Experimental Material Physics (Zardo),Phonon-ART / Uncovering Phonon Dynamics by Advanced Raman Techniques,2020,"In many technologies, heat management becomes the bottleneck for the next generation development. Phonons are mechanical vibrations of the atomic lattice that are responsible for the transmission of heat in many relevant materials, like semiconductors, thus controlling them analogously to photons and electrons is indispensable. Advanced time-resolved Raman spectroscopies enable the extraction of relevant information such as phonon spectra, lifetimes, and relaxation times, all critical to understanding thermal transport through advanced materials. In this project we aim to apply these techniques to solve two important open questions: (i) how to engineer the temperature sensors of the future based on diamond-based materials; and (ii) understanding the underlying physical mechanism responsible for deviations from the macroscopic predictions for nanoscale system, such as hypersonic surface phononic crystals, critical to technological applications. For this purpose, I propose four main objectives to the project. First, implementing an ultrafast time-resolved spontaneous Raman method to access the timescale of the absolute phonon mode population. Second, implementing a time-resolved stimulated Raman spectroscopy technique to explore the coherence of selectively excited phonons. Third, extending this technique to a time-resolved coherent anti-Stokes Raman (CARS) spectroscopy to probe the population dephasing lifetime of the system and energy relaxation time. This project will significantly advance the field of ultrafast, nano, materials and thermal science and will extend European knowledge in two different directions: advancing the current metrology tools by means of a fully developed time-resolved CARS setup at University of Basel, and studying energy flow dynamics in novel materials that will impact both fundamental understanding and technological applications. ",NA,external_funding,Active,4530265,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,618,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Zardo, Ilaria",NA,Departement Physik / Experimental Material Physics (Zardo),QUSTEC PhD fellowship - Hydrodynamic thermal transport and non-linear effects in 2D materials by means of pump-probe experiments,2020,"The understanding and manipulation of charge and heat transport has a crucial importance for technological applications, impacting e.g. thermal management applications down to the nanoscale. Recently, hydrodynamic transport has stirred excitement in the scientific community.  The potential of the field extends from finding new fundamental physics to some truly novel applications.  The goal of this project is to achieve control over heat and charge transport in the hydrodynamic regime. To tame the elusive character of hydrodynamic transport, a deep understanding of materials science and device engineering are needed just as well as novel computational transport models and experimental protocols. In the frame of this project, we will perform pump-probe inelastic light scattering experiments, which gives important information on the time scale of phonon dynamics. It allows a direct determination of the absolute phonon mode population and of its temporal evolution. We will also perform pump-probe experiments in a spatially resolved manner in order to measure the phonon mean free path and coherence length of (selectively) excited phonon modes. Pump-probe experiments will also be conducted on 2D layers integrated in devices consisting of suspended SiNx membranes with implemented metallic coils, which can be used both as heaters and thermometers. In this way, we will be able to probe the time evolution of coherent excitations.",NA,external_funding,Active,4600294,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,619,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Hemkens, Lars G.",NA,Departement Klinische Forschung / Klinische Epidemiologie (Bucher H),COVID-evidence: a living database of trials on interventions for COVID-19,2020,"The COVID-19 pandemic is characterized by an unprecedented urgency to obtain reliable information on therapeutic options and their evaluation in clinical trials.Objective: We aim to provide a freely available and continuously updated online database of worldwide trial evidence on benefits and harms of interventions for COVID-19, including interventions for prevention, diagnosis, treatment and clinical management.Data sources include literature databases (e.g. PubMed), trial registries (e.g. ClinicalTrials.gov, WHO's International Clinical Trials Registry Platform (WHO-ICTRP) and Chinese Clinical Trial Registry (ChiCTR)) and preprint servers (medRxiv and bioRxiv).Selection criteria: We will include reports, registry entries, and manuscripts of trials testing any intervention actively allocated to humans with COVID-19. We will include a broad range of trial designs (including multi-arm but also uncontrolled trials) and interventions (including drug and non-drug treatments, vaccines, diagnostic procedures, and decision algorithms) without restrictions to language, region, or healthcare setting. Design and Methods: In close collaboration with a world-wide network of partners, we will use a multi-method approach combining peer-reviewed search strategies, continuous automated extraction of search results, automated classifications combined with crowd-based manual screening and data extraction, and quality control through expert review. We will start with a set of core variables and gradually expand the amount of information based on the needs of different stakeholders (including patients, clinicians, systematic reviewers, guideline developers and policy makers). The new website COVID-evidence.org will provide both the extracted information and links to the original data sources. The modular design of the database will allow continuous updates, addition of new data sources and content, and flexible adjustments to future projects.Relevance of the project: COVID-evidence.org will continuously monitor the clinical trial research agenda on COVID-19 and present decision-makers and researchers with the latest available trial evidence on how to prevent, diagnose, treat and manage COVID-19. Finally, by including key experts in the field and catalyzing international collaborations, we aim to foster evidence-based decisions on all levels of health policy and practice.",NA,external_funding,Active,4598364,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,620,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Gloster, Andrew",NA,Departement Psychologie / Clinical Psychology and Intervention Science (Gloster),Promoting Mental Health and Prosocial Behaviors: Harnessing New Technologies for Therapy and Training in Real-Life Environments,2020,"Approximately 30-40% of patients diagnosed with a mental illness that are treated with a current gold standard psychotherapy fail to adequately respond. Moreover, mental health disorders are consistently associated with decreased well-being. In contrast, social interactions and prosocial behaviors (i.e., acting for the benefit of other people) are known to increase well-being, but are infrequently explored in current clinical theories and interventions. In this research proposal I will examine how mental health can be improved, prosocial behaviors increased, and how the two interrelate. The overall objective of the research described in this grant is to test the effectiveness of interventions designed to promote mental health and prosocial behaviors. This will be conducted in three studies: one continuation study from the initial funding period and two new studies. The continuation study is a clinical effectiveness trial called ""Choose Change"" that tests the long-term effects of Acceptance and Commitment Therapy (ACT) for a transdiagnostic group of treatment non-responders in both inpatients and outpatients. ACT trains people to increase psychological flexibility as a means to increasing well-being. Recruitment of patients into this trial are 91% complete and follow up assessments are ongoing. Preliminary analyses are promising. Expected results include information on the immediate and long-term effectiveness of training psychological flexibility for treatment non-responders, moderating effects of social variables, and information about mechanisms of change via the use of Event Sampling Methodology (ESM) throughout the trial. Advances in digital technology has led to a rapid growth of apps marketed to help people with mental health problems. Unfortunately, few have been tested and extant studies indicate that poor user utilization and adherence limits their effectiveness. Building on findings from the digital ESM data gathered during the first funding period (e.g., using technology to initiate behavioral intentions and monitor completions, social interactions, burden of items, etc.) this feasibility study will develop a ""Virtual Coach"" (app with integrated ESM) and test whether the combination of content based on psychological flexibility and state-of-the-art design (gamification, signaling, user options) can generate high adherence and treatment utility (i.e., via direct feedback to the patient and therapist). Expected results include information about adherence, utility, and mechanism of action that can be used to help patients increase well-being and deliver information needed to tailor interventions and apps that fit patients' current context and needs. The second new study uses an experimental design to test the conditions that are helpful in promoting prosocial behaviors in non-clinical small groups. Three groups of dyad strangers will be exposed to varying levels of a micro-intervention that promotes psychological flexibility: no, one, or both members of the dyad. The outcomes will include economic games that measure prosocial behaviors. The games will include phases that promote or discourage prosocial behaviors. Expected results include information about whether prosocial behaviors can be increased, selfish behaviors decreased, and well-being improved using a micro-intervention. By linking methods with the other studies, the breadth of the theories will be tested and information generated to further improve well-being across settings. These studies will inform clinical theory, intervention science, and the prosocial literature. By linking methods, interventions, and theories, the three studies will also cross-pollinate the literatures of clinical psychology, well-being, social psychology, and behavioral economics. Importantly, results will directly and immediately advance clinical care for patients with mental disorders, with implications for the promotion of well-being in the general population.",NA,external_funding,Active,4515539,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,621,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Roth-Chiarello, Michael","Tamm, Michael",Departement Biomedizin / Pulmonary Cell Research (Roth/Tamm),Pulling the brake on the epigenetic stimulation of airway wall remodelling in asthma,2020,"Asthma affects over 235 million people worldwide; its prevalence is continuously increasing, and patient numbers double every decade (WHO 2017). The EU-Symposium on the Awareness of Allergy 2016 declared that, chronic and allergic diseases are a major and growing health problem in Europe. Asthma presents as chronic airway inflammation and airway wall remodelling as the main pathologies. Anti-inflammatory drugs reduce inflammation, but do not affect airway wall remodelling. Our studies on asthma showed that epithelium derived heat shock protein (HSP) 60 activated the following mechanism in mesenchymal cells: HSP60 ? low C/EBP-a ? increased C/EBP-ß activity ? downregulated microRNA 19a ? increased Erk1/2 ? stimulated Stat3 ? increased PRMT1 ? high mitochondria and C/EBP-ß activity. Other asthma relevant cytokines including PDGF-BB, TNF-a, IL-1ß, and IL-4, also initiated this autologous self-sustaining mechanism in a cell type specific manner. Contrary to HSP60, epithelium derived HSP70 and HSP90 blocked airway remodelling. These data were generated from primary cell lines obtained from 6 hospitals: Basel (CH), Sydney (AU), Naples (IT), Liege (BE), Manitoba (CA), and Xi'an (CN).Overall objectives and specific aims: To understand the cause of asthma and airway wall remodelling with the aim to find new targets for therapy, and biomarkers to clearly diagnose asthma, to avoid misdiagnosis. The specific aims are to understand the following: (i) Does the ratio of C/EBP-a to C/EBP-ß in epithelial cells control the expression of HSP60, HSP70 and HSP90? (ii) Do secreted HSPs regulate C/EBP-isoforms in mesenchymal cells? According to the available literature, HSPs are controlled by C/EBPs. Hence, HSPs and C/EBPs may form an auto-regulative cycle, which we aim to explore. (iii) Which receptors mediate the effect of secreted HSPs on mesenchymal and epithelial cells? Others suggested that toll like receptors (TLRs) mediate the action of secreted HSPs, which was not confirmed in asthma. (iv) Which effect do HSP60, HSP70 and HSP90 have on remodelling and secretion of pro-inflammatory factors by epithelial and smooth muscle cells in asthma?Methods to be used: Using our available human primary cells, the cell type specific effects of recombinant human HSP60, HSP70 and HSP90 will be determined by 48-hour kinetic study using NGS, followed by KEGG analysis focusing on C/EBP regulating proteins. The effects of recombinant HSPs on the secretome of epithelial cells will be determined by mass spectrometry; the effect on mesenchymal cell secreted pro-inflammatory cytokines and extracellular matrix will be determined by ELISA. Mitochondria activity and structure will be determined by MitoTracker and immunofluorescence. C/EBPs will be upregulated by transfection with overexpression vectors, or downregulated by corresponding small inhibitory RNAs. Protein expression will be determined by Western-blotting and cell compartment distribution by immunofluorescence. The identified mechanism(s) will be verified in the rat in vivo model of asthma by our Chinese collaborator Prof Q. Sun (Xi'an), who has her own funding. Expected results and impact: The expected results will clarify the role of secreted HSPs and their regulation by C/EBPs in the pathogenesis of asthma. The results will provide new therapeutic targets for asthma, and may replace the use of inhaled corticosteroids, and thereby eliminating their side effects. Furthermore, the study will provide new asthma specific biomarkers, and thereby improve diagnosis. It can be envisaged that new inhalable drugs such as small peptides of HSPs or agonists to specific HSP receptors can be developed to achieve cell type specific, and asthma specific therapeutic effects, which could reduce both inflammation and remodelling.",NA,external_funding,Active,4598362,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,622,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
